,ALL_Thiomonas_arsenitoxydans_strain_3As_NC_014145,ALL_Thiomonas_intermedia_K12_NC_014153,ALL_Thiomonas_intermedia_strain_ATCC_15466_NZ_CP020046,ALL_Thiomonas_sp_Bio17B3_chromosome_BIO17B3_NZ_LR131947,ALL_Thiomonas_sp_CB2_chromosome_CB2_NZ_LR131956,ALL_Thiomonas_sp_OC7_chromosome_OC7_NZ_LR131953,ALL_Thiomonas_sp_Sup16B3_chromosome_SUP16B3_NZ_LR131950,ALL_Thiomonas_sp_X19_chromosome_THIX_NZ_LT605203
THIX_RS21240,0,1,0,1,1,1,1,0
THI_RS00825,0,1,0,1,1,1,1,0
TINT_RS00800,0,1,0,1,1,1,0,0
BVH73_RS09400,1,0,0,1,1,1,1,1
GO970_RS10185,1,0,0,1,1,1,1,1
GO948_RS08455,1,0,0,1,1,1,1,1
TOC7_RS10210,1,0,0,1,1,1,1,1
GO985_RS01880,1,0,0,1,1,1,1,1
THIX_RS02910,1,0,0,1,1,1,1,1
THI_RS01535,1,0,0,1,1,1,1,1
TINT_RS01470,1,0,0,1,1,1,1,1
BVH73_RS05965,1,0,0,1,1,1,1,1
GO970_RS11000,1,0,0,1,1,1,1,1
GO948_RS07635,1,0,0,1,1,1,1,1
TOC7_RS11030,1,0,0,1,1,1,1,1
GO985_RS01060,1,0,0,1,1,1,1,1
THIX_RS04080,1,0,0,1,1,1,1,1
THI_RS06145,1,0,0,1,1,1,1,1
TINT_RS05325,1,0,0,1,1,1,1,1
BVH73_RS13025,1,0,0,1,1,1,1,1
GO970_RS03580,1,0,0,1,1,1,1,1
GO948_RS15025,1,0,0,1,1,1,1,1
TOC7_RS03555,1,0,0,1,1,1,1,1
GO985_RS08480,1,0,0,1,1,1,1,1
THIX_RS06530,1,0,0,1,1,1,1,1
THI_RS17105,1,0,0,1,1,1,1,1
TINT_RS15555,1,0,0,1,1,1,1,1
BVH73_RS07730,1,0,0,1,1,1,1,1
GO970_RS08910,1,0,0,1,1,1,1,1
GO948_RS09705,1,0,0,1,1,1,1,1
TOC7_RS08925,1,0,0,1,1,1,1,1
GO985_RS03150,1,0,0,1,1,1,1,1
THIX_RS21235,1,0,0,1,1,1,1,1
THI_RS17130,1,0,0,1,1,1,1,1
TINT_RS15580,1,0,0,1,1,1,1,1
BVH73_RS07760,1,0,0,1,1,1,1,1
GO970_RS08935,1,0,0,1,1,1,1,1
GO948_RS09680,1,0,0,1,1,1,1,1
TOC7_RS08950,1,0,0,1,1,1,1,1
GO985_RS03125,1,0,0,1,1,1,1,1
THIX_RS21260,1,0,0,1,1,1,1,1
THI_RS03905,1,0,0,1,1,1,1,1
TINT_RS03375,1,0,0,1,1,1,1,1
BVH73_RS04640,1,0,0,1,1,1,1,1
GO970_RS13860,1,0,0,1,1,1,1,1
GO948_RS04785,1,0,0,1,1,1,1,1
TOC7_RS13920,1,0,0,1,1,1,1,1
GO985_RS16825,1,0,0,1,1,1,1,1
THIX_RS22100,1,0,0,1,1,1,1,1
THI_RS12705,1,0,0,1,1,1,1,1
TINT_RS11885,1,0,0,1,1,1,1,1
BVH73_RS11435,1,0,0,1,1,1,1,1
GO970_RS14715,1,0,0,1,1,1,1,1
GO948_RS03960,1,0,0,1,1,1,1,1
TOC7_RS14815,1,0,0,1,1,1,1,1
GO985_RS15980,1,0,0,1,1,1,1,1
THIX_RS07155,1,0,0,1,1,1,1,1
THI_RS00535,1,0,0,1,1,1,1,1
TINT_RS00505,1,0,0,1,1,1,1,1
BVH73_RS09045,1,0,0,1,1,1,1,1
GO970_RS09950,1,0,0,1,1,1,1,1
GO948_RS08690,1,0,0,1,1,1,1,1
TOC7_RS09960,1,0,0,1,1,1,1,1
GO985_RS02115,1,0,0,1,1,1,1,1
THIX_RS01560,1,0,0,1,1,1,1,1
THI_RS04755,1,0,0,1,1,1,1,1
TINT_RS04040,1,0,0,1,1,1,1,1
BVH73_RS03960,1,0,0,1,1,1,1,1
GO970_RS04880,1,0,0,1,1,1,1,1
GO948_RS13725,1,0,0,1,1,1,1,1
TOC7_RS04855,1,0,0,1,1,1,1,1
GO985_RS07180,1,0,0,1,1,1,1,1
THIX_RS20240,1,0,0,1,1,1,1,1
THI_RS07435,1,0,0,1,1,1,1,1
TINT_RS06530,1,0,0,1,1,1,1,1
BVH73_RS14490,1,0,0,1,1,1,1,1
GO970_RS01525,1,0,0,1,1,1,1,1
GO948_RS17065,1,0,0,1,1,1,1,1
TOC7_RS01515,1,0,0,1,1,1,1,1
GO985_RS10525,1,0,0,1,1,1,1,1
THIX_RS18640,1,0,0,1,1,1,1,1
THI_RS15880,1,0,0,1,1,1,1,1
TINT_RS14425,1,0,0,1,1,1,1,1
BVH73_RS06995,1,0,0,1,1,1,1,1
GO970_RS07535,1,0,0,1,1,1,1,1
GO948_RS11065,1,0,0,1,1,1,1,1
TOC7_RS07555,1,0,0,1,1,1,1,1
GO985_RS04530,1,0,0,1,1,1,1,1
THIX_RS20675,1,0,0,1,1,1,1,1
THI_RS05775,1,0,0,1,1,1,1,1
TINT_RS05040,1,0,0,1,1,1,1,1
BVH73_RS13150,1,0,0,1,1,1,1,1
GO970_RS03855,1,0,0,1,1,1,1,1
GO948_RS14750,1,1,0,0,0,0,0,0
TOC7_RS03830,1,1,0,0,0,0,0,0
GO985_RS08205,1,1,0,0,0,0,0,0
THIX_RS10040,1,1,0,0,0,0,0,0
THI_RS07455,1,1,0,0,0,0,0,0
TINT_RS06550,1,1,0,0,0,0,0,0
BVH73_RS14510,1,1,0,0,0,0,0,0
GO970_RS01505,1,1,0,0,0,0,0,0
GO948_RS17085,1,1,0,0,0,0,0,0
TOC7_RS01495,1,1,0,0,0,0,0,0
GO985_RS10545,1,1,0,0,0,0,0,0
THIX_RS06460,1,1,0,0,0,0,0,0
THI_RS11530,1,1,0,0,0,0,0,0
TINT_RS10880,1,1,0,0,0,0,0,0
BVH73_RS03435,1,1,0,0,0,0,0,0
GO970_RS15660,1,1,0,0,0,0,0,0
GO948_RS03015,1,1,0,0,0,0,0,0
TOC7_RS15760,1,1,0,0,0,0,0,0
GO985_RS15035,1,1,0,0,0,0,0,0
THIX_RS03570,1,1,0,0,0,0,0,0
THI_RS12970,1,1,0,0,0,0,0,0
TINT_RS12150,1,1,0,0,0,0,0,0
BVH73_RS11190,1,1,0,0,0,0,0,0
GO970_RS14450,1,1,0,0,0,0,0,0
GO948_RS04225,1,1,0,0,0,0,0,0
TOC7_RS14550,1,1,0,0,0,0,0,0
GO985_RS16245,1,1,0,0,0,0,0,0
THIX_RS12580,1,1,0,0,0,0,0,0
THI_RS16470,1,1,0,0,0,0,0,0
TINT_RS15120,1,1,0,0,0,0,0,0
BVH73_RS06120,1,1,0,0,0,0,0,0
GO970_RS08445,1,1,0,0,0,0,0,0
GO948_RS10170,1,1,0,0,0,0,0,0
TOC7_RS08460,1,1,0,0,0,0,0,0
GO985_RS03615,1,1,0,0,0,0,0,0
THIX_RS19515,1,1,0,0,0,0,0,0
THI_RS00720,1,1,0,0,0,0,0,0
TINT_RS00695,1,1,0,0,0,0,0,0
BVH73_RS09270,1,1,0,0,0,0,0,0
GO970_RS10065,1,1,0,0,0,0,0,0
GO948_RS08575,1,1,0,0,0,0,0,0
TOC7_RS10075,1,1,0,0,0,0,0,0
GO985_RS02000,1,1,0,0,0,0,0,0
THIX_RS02735,1,1,0,0,0,0,0,0
THI_RS02020,1,1,0,0,0,0,0,0
TINT_RS02055,1,1,0,0,0,0,0,0
BVH73_RS03260,1,1,0,0,0,0,0,0
GO970_RS11570,1,1,0,0,0,0,0,0
GO948_RS07060,1,1,0,0,0,0,0,0
TOC7_RS11625,1,1,0,0,0,0,0,0
GO985_RS00490,1,1,0,0,0,0,0,0
THIX_RS08580,1,1,0,0,0,0,0,0
THI_RS07755,1,1,0,0,0,0,0,0
TINT_RS06855,1,1,0,0,0,0,0,0
BVH73_RS00245,1,1,0,0,0,0,0,0
GO970_RS01210,1,1,0,0,0,0,0,0
GO948_RS17380,1,1,0,0,0,0,0,0
TOC7_RS01200,1,1,0,0,0,0,0,0
GO985_RS10840,1,1,0,0,0,0,0,0
THIX_RS13185,1,1,0,0,0,0,0,0
THI_RS03450,1,1,0,0,0,0,0,0
TINT_RS02960,1,1,0,0,0,0,0,0
BVH73_RS05050,1,1,0,0,0,0,0,0
GO970_RS13415,1,1,0,0,0,0,0,0
GO948_RS05230,1,1,0,0,0,0,0,0
TOC7_RS13475,1,1,0,0,0,0,0,0
GO985_RS17270,1,1,0,0,0,0,0,0
THIX_RS03145,1,1,0,0,0,0,0,0
THI_RS03735,1,1,0,0,0,0,0,0
TINT_RS03210,1,1,0,0,0,0,0,0
BVH73_RS04785,1,1,0,0,0,0,0,0
GO970_RS13675,1,1,0,0,0,0,0,0
GO948_RS04970,1,1,0,0,0,0,0,0
TOC7_RS13735,1,1,0,0,0,0,0,0
GO985_RS17010,1,1,0,0,0,0,0,0
THIX_RS22130,1,1,0,0,0,0,0,0
THI_RS07570,1,1,0,0,0,0,0,0
TINT_RS06670,1,1,0,0,0,0,0,0
BVH73_RS14635,1,1,0,0,0,0,0,0
GO970_RS01390,1,0,1,0,0,0,0,0
GO948_RS17200,1,0,1,0,0,0,0,0
TOC7_RS01380,1,0,1,0,0,0,0,0
GO985_RS10660,1,0,1,0,0,0,0,0
THIX_RS18735,1,0,1,0,0,0,0,0
THI_RS08115,1,0,1,0,0,0,0,0
TINT_RS08155,1,0,1,0,0,0,0,0
BVH73_RS14985,1,0,1,0,0,0,0,0
GO970_RS01005,1,0,1,0,0,0,0,0
GO948_RS17585,1,0,1,0,0,0,0,0
TOC7_RS00995,1,0,1,0,0,0,0,0
GO985_RS11045,1,0,1,0,0,0,0,0
THIX_RS05300,1,0,1,0,0,0,0,0
THI_RS03305,1,0,1,0,0,0,0,0
TINT_RS02820,1,0,1,0,0,0,0,0
BVH73_RS05240,1,0,1,0,0,0,0,0
GO970_RS13155,1,0,1,0,0,0,0,0
GO948_RS05490,1,0,1,0,0,0,0,0
TOC7_RS13215,1,0,1,0,0,0,0,0
GO985_RS17530,1,0,1,0,0,0,0,0
THIX_RS04310,1,0,1,0,0,0,0,0
THI_RS03530,1,0,1,0,0,0,0,0
TINT_RS03040,1,0,1,0,0,0,0,0
BVH73_RS04960,1,0,1,0,0,0,0,0
GO970_RS13505,1,0,1,0,0,0,0,0
GO948_RS05140,1,0,1,0,0,0,0,0
TOC7_RS13565,1,0,1,0,0,0,0,0
GO985_RS17180,1,0,1,0,0,0,0,0
THIX_RS07945,1,0,1,0,0,0,0,0
THI_RS03850,1,0,1,0,0,0,0,0
TINT_RS03320,1,0,1,0,0,0,0,0
BVH73_RS04675,1,0,1,0,0,0,0,0
GO970_RS13790,1,0,1,0,0,0,0,0
GO948_RS04855,1,0,1,0,0,0,0,0
TOC7_RS13850,1,0,1,0,0,0,0,0
GO985_RS16895,1,0,1,0,0,0,0,0
THIX_RS02395,1,0,1,0,0,0,0,0
THI_RS15200,1,0,1,0,0,0,0,0
TINT_RS13760,1,0,1,0,0,0,0,0
BVH73_RS06270,1,0,1,0,0,0,0,0
GO970_RS06860,1,0,1,0,0,0,0,0
GO948_RS11740,1,0,1,0,0,0,0,0
TOC7_RS06860,1,0,1,0,0,0,0,0
GO985_RS05210,1,0,1,0,0,0,0,0
THIX_RS02575,1,0,1,0,0,0,0,0
THI_RS06045,1,0,1,0,0,0,0,0
TINT_RS05225,1,0,1,0,0,0,0,0
BVH73_RS12925,1,0,1,0,0,0,0,0
GO970_RS03680,1,0,1,0,0,0,0,0
GO948_RS14925,0,0,1,1,1,1,1,1
TOC7_RS03655,0,0,1,1,1,1,1,1
GO985_RS08380,0,0,1,1,1,1,1,1
THIX_RS15755,0,0,1,1,1,1,1,1
THI_RS12205,0,0,1,1,1,1,1,1
TINT_RS11450,0,0,1,1,1,1,1,1
BVH73_RS11875,0,0,1,1,1,1,1,1
GO970_RS15155,0,0,1,1,1,1,1,1
GO948_RS03520,0,0,1,1,1,1,1,1
TOC7_RS15255,0,0,1,1,1,1,1,1
GO985_RS15540,0,0,1,1,1,1,1,1
THIX_RS19215,0,0,1,1,1,1,1,1
THI_RS12475,0,0,1,1,1,1,1,1
TINT_RS11720,0,0,1,1,1,1,1,1
BVH73_RS11600,0,0,1,1,1,1,1,1
GO970_RS14880,0,0,1,1,1,1,1,1
GO948_RS03795,0,0,1,1,1,1,1,1
TOC7_RS14980,0,0,1,1,1,1,1,1
GO985_RS15815,0,0,1,1,1,1,1,1
THIX_RS06195,0,0,1,1,1,1,1,1
THI_RS13940,0,0,1,1,1,1,1,1
TINT_RS13110,0,0,1,1,1,1,1,1
BVH73_RS10350,0,0,1,1,1,1,1,1
GO970_RS06235,0,0,1,1,1,1,1,1
GO948_RS12365,0,0,1,1,1,1,1,1
TOC7_RS06235,0,0,1,1,1,1,1,1
GO985_RS05835,0,0,1,1,1,1,1,1
THIX_RS20570,0,0,1,1,1,1,1,1
THI_RS14895,0,0,1,1,1,1,1,1
TINT_RS13480,0,0,1,1,1,1,1,1
BVH73_RS10090,0,0,1,1,1,1,1,1
GO970_RS06580,0,0,1,1,1,1,1,1
GO948_RS12020,0,0,0,0,1,0,1,1
TOC7_RS06580,0,0,1,0,0,0,0,1
GO985_RS05490,0,0,1,0,0,0,0,1
THIX_RS20340,0,0,1,0,0,0,0,1
THI_RS15350,0,0,1,0,0,0,0,1
TINT_RS13910,0,0,1,0,0,0,0,1
BVH73_RS06420,0,0,1,0,0,0,0,1
GO970_RS07010,0,0,1,0,0,0,0,1
GO948_RS11590,0,0,1,0,0,0,0,1
TOC7_RS07010,0,0,1,0,0,0,0,1
GO985_RS05060,0,0,1,0,0,0,0,1
THIX_RS21390,0,0,1,0,0,0,0,1
THI_RS15625,0,0,1,0,0,0,0,1
TINT_RS14185,0,0,1,0,0,0,0,1
BVH73_RS06735,0,0,1,0,0,0,0,1
GO970_RS07295,0,0,1,0,0,0,0,1
GO948_RS11305,0,0,1,0,0,0,0,1
TOC7_RS07310,0,0,1,0,0,0,0,1
GO985_RS04770,0,0,1,0,0,0,0,1
THIX_RS04695,0,0,1,0,0,0,0,1
THI_RS03820,0,0,1,0,0,0,0,1
TINT_RS03290,0,0,1,0,0,0,0,1
BVH73_RS04710,0,0,1,0,0,0,0,1
GO970_RS13755,0,0,1,0,0,0,0,1
GO948_RS04890,0,0,1,0,0,0,0,1
TOC7_RS13815,0,0,1,0,0,0,0,1
GO985_RS16930,0,0,1,0,0,0,0,1
THIX_RS02360,0,0,1,0,0,0,0,1
THI_RS09315,0,0,1,0,0,0,0,1
TINT_RS08260,0,0,1,0,0,0,0,1
BVH73_RS14130,0,0,1,0,0,0,0,1
GO970_RS00275,0,0,1,0,0,0,0,1
GO948_RS18315,0,0,1,0,0,0,0,1
TOC7_RS00260,0,0,1,0,0,0,0,1
GO985_RS11770,0,0,1,0,0,0,0,1
THIX_RS17695,0,0,1,0,0,0,0,1
THI_RS09810,0,0,1,0,0,0,0,1
TINT_RS08630,0,0,1,0,0,0,0,1
BVH73_RS13700,0,0,1,0,0,0,0,1
GO970_RS18215,0,0,1,0,0,0,0,1
GO948_RS00455,0,0,1,0,0,0,0,1
TOC7_RS18330,0,0,1,0,0,0,0,1
GO985_RS12480,0,0,1,0,0,0,0,1
THIX_RS09690,0,0,1,0,0,0,0,1
THI_RS01070,0,0,1,0,0,0,0,1
TINT_RS00965,0,0,1,0,0,0,0,1
BVH73_RS09580,0,0,1,0,0,0,0,1
GO970_RS10420,0,0,1,0,0,0,0,1
GO948_RS08215,0,0,1,0,0,0,0,1
TOC7_RS10450,0,0,1,0,0,0,0,1
GO985_RS01640,0,0,1,0,0,0,0,1
THIX_RS01925,0,0,1,0,0,0,0,1
THI_RS11705,0,0,1,0,0,0,0,1
TINT_RS11065,0,0,1,0,0,0,0,1
BVH73_RS03650,0,0,1,0,0,0,0,1
GO970_RS15545,0,0,1,0,0,0,0,1
GO948_RS03130,0,0,1,0,0,0,0,1
TOC7_RS15645,0,0,1,0,0,0,0,1
GO985_RS15150,0,0,1,0,0,0,0,1
THIX_RS19880,0,0,1,0,0,0,0,1
THI_RS12920,0,0,1,0,0,0,0,1
TINT_RS12100,0,0,1,0,0,0,0,1
BVH73_RS11240,0,0,1,0,0,0,0,1
GO970_RS14500,0,0,1,0,0,0,0,1
GO948_RS04175,0,0,1,0,0,0,0,1
TOC7_RS14600,0,0,1,0,0,0,0,1
GO985_RS16195,0,0,1,0,0,0,0,1
THIX_RS06950,0,0,1,0,0,0,0,1
THI_RS00190,0,0,1,0,0,0,0,1
TINT_RS00205,0,0,1,0,0,0,0,1
BVH73_RS08700,0,0,1,0,0,0,0,1
GO970_RS09655,0,0,1,0,0,0,0,1
GO948_RS08985,0,0,1,0,0,0,0,1
TOC7_RS09665,0,0,1,0,0,0,0,1
GO985_RS02410,0,0,1,0,0,0,0,1
THIX_RS02660,0,0,1,0,0,0,0,1
THI_RS01315,0,0,1,0,0,0,0,1
TINT_RS01225,0,0,1,0,0,0,0,1
BVH73_RS09805,0,0,1,0,0,0,0,1
GO970_RS10760,0,0,1,0,0,0,0,1
GO948_RS07875,0,0,1,0,0,0,0,1
TOC7_RS10790,0,0,1,0,0,0,0,1
GO985_RS01300,0,0,1,0,0,0,0,1
THIX_RS02680,0,0,1,0,0,0,0,1
THI_RS03030,0,0,1,0,0,0,0,1
TINT_RS02710,0,0,1,0,0,0,0,1
BVH73_RS05470,0,0,1,0,0,0,0,1
GO970_RS12990,0,0,1,0,0,0,0,1
GO948_RS05655,0,0,1,0,0,0,0,1
TOC7_RS13050,0,0,1,0,0,0,0,1
GO985_RS17695,0,0,1,0,0,0,0,1
THIX_RS20360,0,0,1,0,0,0,0,1
THI_RS11545,0,0,1,0,0,0,0,1
TINT_RS10895,0,0,1,0,0,0,0,1
BVH73_RS03450,0,0,1,0,0,0,0,1
GO970_RS15645,0,0,1,0,0,0,0,1
GO948_RS03030,0,0,0,1,1,0,0,0
TOC7_RS15745,0,0,0,1,1,0,0,0
GO985_RS15050,1,1,1,0,0,0,0,1
THIX_RS18275,1,1,1,0,0,0,0,1
THI_RS12770,1,1,1,0,0,0,0,1
TINT_RS11950,1,1,1,0,0,0,0,1
BVH73_RS11370,1,1,1,0,0,0,0,1
GO970_RS14650,1,1,1,0,0,0,0,1
GO948_RS04025,1,1,1,0,0,0,0,1
TOC7_RS14750,1,1,1,0,0,0,0,1
GO985_RS16045,1,1,1,0,0,0,0,1
THIX_RS07090,1,1,1,0,0,0,0,1
THI_RS15585,1,1,1,0,0,0,0,1
TINT_RS14145,1,1,1,0,0,0,0,1
BVH73_RS06695,1,1,1,0,0,0,0,1
GO970_RS07255,1,1,1,0,0,0,0,1
GO948_RS11345,1,1,1,0,0,0,0,1
TOC7_RS07270,1,1,1,0,0,0,0,1
GO985_RS04810,1,1,1,0,0,0,0,1
THIX_RS05580,1,1,1,0,0,0,0,1
THI_RS03120,1,1,1,0,0,0,0,1
TINT_RS10155,1,1,1,0,0,0,0,1
BVH73_RS02505,1,1,1,0,0,0,0,1
GO970_RS11810,1,1,1,0,0,0,0,1
GO948_RS06820,1,1,1,0,0,0,0,1
TOC7_RS11865,1,0,0,0,0,0,0,1
GO985_RS00250,1,0,0,0,0,0,0,1
THIX_RS22355,1,0,0,0,0,0,0,1
THI_RS03420,1,0,0,0,0,0,0,1
TINT_RS02930,1,0,0,0,0,0,0,1
BVH73_RS05080,1,0,0,0,0,0,0,1
GO970_RS13370,1,0,0,0,0,0,0,1
GO948_RS05275,1,0,0,0,0,0,0,1
TOC7_RS13430,1,0,0,0,0,0,0,1
GO985_RS17315,1,0,0,0,0,0,0,1
THIX_RS20435,1,0,0,0,0,0,0,1
THI_RS08145,1,0,0,0,0,0,0,1
TINT_RS08125,1,0,0,0,0,0,0,1
BVH73_RS15015,1,0,0,0,0,0,0,1
GO970_RS00975,1,0,0,0,0,0,0,1
GO948_RS17615,1,0,0,0,0,0,0,1
TOC7_RS00965,1,0,0,0,0,0,0,1
GO985_RS11075,1,0,0,0,0,0,0,1
THIX_RS09835,1,0,0,0,0,0,0,1
THI_RS17485,1,0,0,0,0,0,0,1
TINT_RS15865,1,0,0,0,0,0,0,1
BVH73_RS08135,1,0,0,0,0,0,0,1
GO970_RS09180,1,0,0,0,0,0,0,1
GO948_RS09435,1,0,0,0,0,0,0,1
TOC7_RS09195,1,0,0,0,0,0,0,1
GO985_RS02880,1,0,0,0,0,0,0,1
THIX_RS02135,1,0,0,0,0,0,0,1
THI_RS01900,1,0,0,0,0,0,0,1
TINT_RS01860,1,0,0,0,0,0,0,1
BVH73_RS05690,1,0,0,0,0,0,0,1
GO970_RS11450,1,0,0,0,0,0,0,1
GO948_RS07180,1,0,0,0,0,0,0,1
TOC7_RS11505,1,0,0,0,0,0,0,1
GO985_RS00610,1,0,0,0,0,0,0,1
THIX_RS04905,1,0,0,0,0,0,0,1
THI_RS04545,1,0,0,0,0,0,0,1
TINT_RS03840,1,0,0,0,0,0,0,1
BVH73_RS04175,1,0,0,0,0,0,0,1
GO970_RS05065,1,0,0,0,0,0,0,1
GO948_RS13540,1,0,0,0,0,0,0,1
TOC7_RS05040,1,0,0,0,0,0,0,1
GO985_RS06995,1,0,0,0,0,0,0,1
THIX_RS11635,1,0,0,0,0,0,0,1
THI_RS04875,1,0,0,0,0,0,0,1
TINT_RS04160,1,0,0,0,0,0,0,1
BVH73_RS03850,1,0,0,0,0,0,0,1
GO970_RS04760,1,0,0,0,0,0,0,1
GO948_RS13845,1,0,0,0,0,0,0,1
TOC7_RS04735,1,0,0,0,0,0,0,1
GO985_RS07300,1,0,0,0,0,0,0,1
THIX_RS20155,1,0,0,0,0,0,0,1
THI_RS05210,1,0,0,0,0,0,0,1
TINT_RS04480,1,0,0,0,0,0,0,1
BVH73_RS12435,1,0,0,0,0,0,0,1
GO970_RS04425,1,0,0,0,0,0,0,1
GO948_RS14180,1,0,0,0,0,0,0,1
TOC7_RS04400,1,0,0,0,0,0,0,1
GO985_RS07635,1,0,0,0,0,0,0,1
THIX_RS05355,1,0,0,0,0,0,0,1
THI_RS06905,1,0,0,0,0,0,0,1
TINT_RS05950,1,0,0,0,0,0,0,1
BVH73_RS00545,1,0,0,0,0,0,0,1
GO970_RS02120,1,0,0,0,0,0,0,1
GO948_RS16470,1,0,0,0,0,0,0,1
TOC7_RS02110,1,0,0,0,0,0,0,1
GO985_RS09930,1,0,0,0,0,0,0,1
THIX_RS00725,1,0,0,0,0,0,0,1
THI_RS06935,1,0,0,0,0,0,0,1
TINT_RS05980,1,0,0,0,0,0,0,1
BVH73_RS00515,1,0,0,0,0,0,0,1
GO970_RS02090,1,0,0,0,0,0,0,1
GO948_RS16500,1,0,0,1,1,1,1,0
TOC7_RS02080,1,0,0,1,1,1,1,0
GO985_RS09960,1,0,0,1,1,1,1,0
THIX_RS00695,1,0,0,1,1,1,1,0
THI_RS09780,1,0,0,1,1,1,1,0
TINT_RS08600,1,0,0,1,1,1,1,0
BVH73_RS13730,1,0,0,1,1,1,1,0
GO970_RS18245,1,0,0,1,1,1,1,0
GO948_RS00425,1,0,0,1,1,1,1,0
TOC7_RS18360,1,0,0,1,1,1,1,0
GO985_RS12450,1,0,0,1,1,1,1,0
THIX_RS09720,1,0,0,1,1,1,1,0
THI_RS03825,1,0,0,1,1,1,1,0
TINT_RS03295,1,0,0,1,1,1,1,0
BVH73_RS04705,1,0,0,1,1,1,1,0
GO970_RS13760,1,0,0,1,1,1,1,0
GO948_RS04885,1,0,0,1,1,1,1,0
TOC7_RS13820,1,0,0,1,1,1,1,0
GO985_RS16925,1,0,0,1,1,1,1,0
THIX_RS02365,1,0,0,1,1,1,1,0
THI_RS04375,1,0,0,1,1,1,1,0
TINT_RS03685,1,0,0,1,1,1,1,0
BVH73_RS04345,1,0,0,1,1,1,1,0
GO970_RS05215,1,0,0,1,1,1,1,0
GO948_RS13390,1,0,0,1,1,1,1,0
TOC7_RS05190,1,0,0,1,1,1,1,0
GO985_RS06845,1,0,0,1,1,1,1,0
THIX_RS08110,1,0,0,1,1,1,1,0
THI_RS05890,1,0,0,1,1,1,1,0
TINT_RS05165,1,0,0,1,1,1,1,0
BVH73_RS13265,1,0,0,1,1,1,1,0
GO970_RS03740,1,0,0,1,1,1,1,0
GO948_RS14865,1,0,0,1,1,1,1,0
TOC7_RS03715,1,0,0,1,1,1,1,0
GO985_RS08320,1,0,0,1,1,1,1,0
THIX_RS13300,1,0,0,1,1,1,1,0
THI_RS15500,1,0,0,1,1,1,1,0
TINT_RS14060,1,0,0,1,1,1,1,0
BVH73_RS06590,1,0,0,1,1,1,1,0
GO970_RS07170,1,0,0,1,1,1,1,0
GO948_RS11430,1,0,0,1,1,1,1,0
TOC7_RS07185,1,0,0,1,1,1,1,0
GO985_RS04895,1,0,0,1,1,1,1,0
THIX_RS02490,1,0,0,1,1,1,1,0
THI_RS11430,1,0,0,1,1,1,1,0
TINT_RS10780,1,0,0,1,1,1,1,0
BVH73_RS03350,1,0,0,1,1,1,1,0
GO970_RS15765,1,0,0,1,1,1,1,0
GO948_RS02910,1,0,0,1,1,1,1,0
TOC7_RS15865,1,0,0,1,1,1,1,0
GO985_RS14930,1,0,0,1,1,1,1,0
THIX_RS16320,1,0,0,1,1,1,1,0
THI_RS15035,1,0,0,1,1,1,1,0
TINT_RS13595,1,0,0,1,1,1,1,0
BVH73_RS09940,1,0,0,1,1,1,1,0
GO970_RS06695,1,0,0,1,1,1,1,0
GO948_RS11905,1,0,0,1,1,1,1,0
TOC7_RS06695,1,0,0,1,1,1,1,0
GO985_RS05375,1,0,0,1,1,1,1,0
THIX_RS04170,1,0,0,1,1,1,1,0
THI_RS15590,1,0,0,1,1,1,1,0
TINT_RS14150,1,0,0,1,1,1,1,0
BVH73_RS06700,1,0,0,1,1,1,1,0
GO970_RS07260,1,0,0,1,1,1,1,0
GO948_RS11340,1,0,0,1,1,1,1,0
TOC7_RS07275,1,0,0,1,1,1,1,0
GO985_RS04805,1,0,0,1,1,1,1,0
THIX_RS05585,1,0,0,1,1,1,1,0
THI_RS15950,1,0,0,1,1,1,1,0
TINT_RS14495,1,0,0,1,1,1,1,0
BVH73_RS07065,1,0,0,1,1,1,1,0
GO970_RS07605,1,0,0,1,1,1,1,0
GO948_RS10995,1,0,0,1,1,1,1,0
TOC7_RS07625,1,0,0,1,1,1,1,0
GO985_RS04460,1,0,0,1,1,1,1,0
THIX_RS21420,1,0,0,1,1,1,1,0
THI_RS07495,1,0,0,1,1,1,1,0
TINT_RS06590,1,0,0,1,1,1,1,0
BVH73_RS14545,1,0,0,1,1,1,1,0
GO970_RS01465,1,0,0,1,1,1,1,0
GO948_RS17125,1,0,0,1,1,1,1,0
TOC7_RS01455,1,0,0,1,1,1,1,0
GO985_RS10585,1,0,0,1,1,1,1,0
THIX_RS06495,1,0,0,1,1,1,1,0
THI_RS11790,1,0,0,1,1,1,1,0
TINT_RS11135,1,0,0,1,1,1,1,0
BVH73_RS12275,1,0,0,1,1,1,1,0
GO970_RS15465,1,0,0,1,1,1,1,0
GO948_RS03210,1,0,0,1,1,1,1,0
TOC7_RS15565,1,0,0,1,1,1,1,0
GO985_RS15230,1,0,1,0,0,0,0,1
THIX_RS19800,1,0,1,0,0,0,0,1
THI_RS11825,1,0,1,0,0,0,0,1
TINT_RS11170,1,0,1,0,0,0,0,1
BVH73_RS12245,1,0,1,0,0,0,0,1
GO970_RS15435,1,0,1,0,0,0,0,1
GO948_RS03240,1,0,1,0,0,0,0,1
TOC7_RS15535,1,0,1,0,0,0,0,1
GO985_RS15260,1,0,1,0,0,0,0,1
THIX_RS19835,1,0,1,0,0,0,0,1
