THI_RS09850	transcription elongation factor GreA	TINT_RS08670	transcription elongation factor GreA	BVH73_RS13645	transcription elongation factor GreA	GO970_RS18175	transcription elongation factor GreA	GO948_RS00495	transcription elongation factor GreA	TOC7_RS18290	transcription elongation factor GreA	GO985_RS12520	transcription elongation factor GreA	THIX_RS09650	transcription elongation factor GreA
THI_RS09895	glycosyltransferase	TINT_RS08715	glycosyltransferase	BVH73_RS13600	glycosyltransferase	GO970_RS18130	glycosyltransferase	GO948_RS00540	glycosyltransferase	TOC7_RS18245	glycosyltransferase	GO985_RS12565	glycosyltransferase	THIX_RS17150	glycosyltransferase
THI_RS14670	sugar transferase	TINT_RS13285	sugar transferase	BVH73_RS02605	sugar transferase	GO970_RS06405	sugar transferase	GO948_RS12195	sugar transferase	TOC7_RS06405	sugar transferase	GO985_RS05665	sugar transferase	THIX_RS08985	sugar transferase
THI_RS14805	ABC transporter permease subunit	TINT_RS13390	ABC transporter permease subunit	BVH73_RS10215	ABC transporter permease subunit	GO970_RS06510	ABC transporter permease subunit	GO948_RS12090	ABC transporter permease subunit	TOC7_RS06510	ABC transporter permease subunit	GO985_RS05560	ABC transporter permease subunit	THIX_RS03725	ABC transporter permease subunit
THI_RS16250	translocation/assembly module TamB	TINT_RS14890	translocation/assembly module TamB	BVH73_RS07235	translocation/assembly module TamB	GO970_RS07845	translocation/assembly module TamB	GO948_RS10755	translocation/assembly module TamB	TOC7_RS07865	translocation/assembly module TamB	GO985_RS04220	translocation/assembly module TamB	THIX_RS07725	hypothetical protein
THI_RS04715	recombinase RecA	TINT_RS04000	recombinase RecA	BVH73_RS04000	recombinase RecA	GO970_RS04925	recombinase RecA	GO948_RS13680	recombinase RecA	TOC7_RS04900	recombinase RecA	GO985_RS07135	recombinase RecA	THIX_RS20280	recombinase RecA
THI_RS06720	flagellar biosynthesis protein FliQ	TINT_RS05775	flagellar biosynthesis protein FliQ	BVH73_RS00730	flagellar biosynthesis protein FliQ	GO970_RS02300	flagellar biosynthesis protein FliQ	GO948_RS16290	flagellar biosynthesis protein FliQ	TOC7_RS02290	flagellar biosynthesis protein FliQ	GO985_RS09750	flagellar biosynthesis protein FliQ	THIX_RS00975	flagellar biosynthesis protein FliQ
THI_RS06840	EAL domain-containing protein	TINT_RS05895	EAL domain-containing protein	BVH73_RS00610	EAL domain-containing protein	GO970_RS02175	EAL domain-containing protein	GO948_RS16415	EAL domain-containing protein	TOC7_RS02165	EAL domain-containing protein	GO985_RS09875	EAL domain-containing protein	THIX_RS00510	EAL domain-containing protein
THI_RS08550	D-amino acid dehydrogenase	TINT_RS07370	D-amino acid dehydrogenase	BVH73_RS15285	D-amino acid dehydrogenase	GO970_RS00575	FAD-dependent oxidoreductase	GO948_RS18015	FAD-dependent oxidoreductase	TOC7_RS00565	FAD-dependent oxidoreductase	GO985_RS11470	FAD-dependent oxidoreductase	THIX_RS16260	D-amino acid dehydrogenase
THI_RS09775	Ppx/GppA family phosphatase	TINT_RS08595	exopolyphosphatase	BVH73_RS13735	exopolyphosphatase	GO970_RS18250	exopolyphosphatase	GO948_RS00420	exopolyphosphatase	TOC7_RS18365	exopolyphosphatase	GO985_RS12445	exopolyphosphatase	THIX_RS09725	exopolyphosphatase
THI_RS00770	leucine--tRNA ligase	TINT_RS00745	leucine--tRNA ligase	BVH73_RS09320	leucine--tRNA ligase	GO970_RS10115	leucine--tRNA ligase	GO948_RS08525	leucine--tRNA ligase	TOC7_RS10125	leucine--tRNA ligase	GO985_RS01950	leucine--tRNA ligase	THIX_RS02685	leucine--tRNA ligase
THI_RS02490	cytochrome c5 family protein	TINT_RS02295	cytochrome c5 family protein	BVH73_RS02960	cytochrome c5 family protein	GO970_RS12620	c-type cytochrome	GO948_RS06025	c-type cytochrome	TOC7_RS12680	c-type cytochrome	GO985_RS18065	c-type cytochrome	THIX_RS06755	cytochrome c5 family protein
THI_RS12455	succinate dehydrogenase flavoprotein subunit	TINT_RS11700	succinate dehydrogenase flavoprotein subunit	BVH73_RS11620	succinate dehydrogenase flavoprotein subunit	GO970_RS14900	succinate dehydrogenase flavoprotein subunit	GO948_RS03775	succinate dehydrogenase flavoprotein subunit	TOC7_RS15000	succinate dehydrogenase flavoprotein subunit	GO985_RS15795	succinate dehydrogenase flavoprotein subunit	THIX_RS06215	succinate dehydrogenase flavoprotein subunit
THI_RS13450	complex I NDUFA9 subunit family protein	TINT_RS12620	complex I NDUFA9 subunit family protein	BVH73_RS10850	complex I NDUFA9 subunit family protein	GO970_RS05740	NAD(P)H-binding protein	GO948_RS12860	NAD(P)H-binding protein	TOC7_RS05740	NAD(P)H-binding protein	GO985_RS06330	NAD(P)H-binding protein	THIX_RS19715	complex I NDUFA9 subunit family protein
THI_RS14740	serine/threonine-protein phosphatase	TINT_RS13350	serine/threonine-protein phosphatase	BVH73_RS02540	serine/threonine-protein phosphatase	GO970_RS06470	serine/threonine-protein phosphatase	GO948_RS12130	serine/threonine-protein phosphatase	TOC7_RS06470	serine/threonine-protein phosphatase	GO985_RS05600	serine/threonine-protein phosphatase	THIX_RS18170	serine/threonine-protein phosphatase
THI_RS12050	NADH-quinone oxidoreductase subunit NuoK	TINT_RS11295	NADH-quinone oxidoreductase subunit NuoK	BVH73_RS12025	NADH-quinone oxidoreductase subunit NuoK	GO970_RS15310	NADH-quinone oxidoreductase subunit NuoK	GO948_RS03365	NADH-quinone oxidoreductase subunit NuoK	TOC7_RS15410	NADH-quinone oxidoreductase subunit NuoK	GO985_RS15385	NADH-quinone oxidoreductase subunit NuoK	THIX_RS09980	NADH-quinone oxidoreductase subunit NuoK
THI_RS13795	SURF1 family protein	TINT_RS12965	SURF1 family protein	BVH73_RS10525	SURF1 family protein	GO970_RS06080	SURF1 family protein	GO948_RS12520	SURF1 family protein	TOC7_RS06080	SURF1 family protein	GO985_RS05990	SURF1 family protein	THIX_RS04640	SURF1 family protein
THI_RS11560	transcriptional activator NhaR	TINT_RS10910	transcriptional activator NhaR	BVH73_RS03465	transcriptional activator NhaR	GO970_RS15630	transcriptional activator NhaR	GO948_RS03045	transcriptional activator NhaR	TOC7_RS15730	transcriptional activator NhaR	GO985_RS15065	transcriptional activator NhaR	THIX_RS18315	transcriptional activator NhaR
THI_RS01340	acyl-CoA dehydrogenase	TINT_RS01250	acyl-CoA dehydrogenase	BVH73_RS09835	acyl-CoA dehydrogenase	GO970_RS10785	acyl-CoA dehydrogenase	GO948_RS07850	acyl-CoA dehydrogenase	TOC7_RS10815	acyl-CoA dehydrogenase	GO985_RS01275	acyl-CoA dehydrogenase	THIX_RS01420	acyl-CoA dehydrogenase
THI_RS12260	c-type cytochrome	TINT_RS11505	c-type cytochrome	BVH73_RS11820	c-type cytochrome	GO970_RS15095	c-type cytochrome	GO948_RS03580	c-type cytochrome	TOC7_RS15195	c-type cytochrome	GO985_RS15600	c-type cytochrome	THIX_RS06395	c-type cytochrome
THI_RS15775	efflux RND transporter periplasmic adaptor subunit	TINT_RS14320	efflux RND transporter periplasmic adaptor subunit	BVH73_RS06895	efflux RND transporter periplasmic adaptor subunit	GO970_RS07430	efflux RND transporter periplasmic adaptor subunit	GO948_RS11170	efflux RND transporter periplasmic adaptor subunit	TOC7_RS07445	efflux RND transporter periplasmic adaptor subunit	GO985_RS04635	efflux RND transporter periplasmic adaptor subunit	THIX_RS05755	efflux RND transporter periplasmic adaptor subunit
THI_RS17505	ParB/RepB/Spo0J family partition protein	TINT_RS15885	ParB/RepB/Spo0J family partition protein	BVH73_RS08155	ParB/RepB/Spo0J family partition protein	GO970_RS09200	ParB/RepB/Spo0J family partition protein	GO948_RS09415	ParB/RepB/Spo0J family partition protein	TOC7_RS09215	ParB/RepB/Spo0J family partition protein	GO985_RS02860	ParB/RepB/Spo0J family partition protein	THIX_RS02115	ParB/RepB/Spo0J family partition protein
THI_RS00105	glycine--tRNA ligase subunit alpha	TINT_RS00115	glycine--tRNA ligase subunit alpha	BVH73_RS08615	glycine--tRNA ligase subunit alpha	GO970_RS09570	glycine--tRNA ligase subunit alpha	GO948_RS09070	glycine--tRNA ligase subunit alpha	TOC7_RS09580	glycine--tRNA ligase subunit alpha	GO985_RS02495	glycine--tRNA ligase subunit alpha	THIX_RS20795	glycine--tRNA ligase subunit alpha
THI_RS15405	PLP-dependent aminotransferase family protein	TINT_RS13965	PLP-dependent aminotransferase family protein	BVH73_RS06490	PLP-dependent aminotransferase family protein	GO970_RS07065	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	GO948_RS11535	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	TOC7_RS07065	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	GO985_RS05005	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	THIX_RS03175	PLP-dependent aminotransferase family protein
THI_RS04930	methyltransferase domain-containing protein	TINT_RS04215	methyltransferase domain-containing protein	BVH73_RS03795	methyltransferase domain-containing protein	GO970_RS04705	methyltransferase domain-containing protein	GO948_RS13900	methyltransferase domain-containing protein	TOC7_RS04680	methyltransferase domain-containing protein	GO985_RS07355	methyltransferase domain-containing protein	THIX_RS20070	methyltransferase domain-containing protein
THI_RS03310	AsnC family transcriptional regulator	TINT_RS02825	AsnC family transcriptional regulator	BVH73_RS05235	AsnC family transcriptional regulator	GO970_RS13160	AsnC family transcriptional regulator	GO948_RS05485	AsnC family transcriptional regulator	TOC7_RS13220	AsnC family transcriptional regulator	GO985_RS17525	AsnC family transcriptional regulator	THIX_RS22105	AsnC family transcriptional regulator
THI_RS01705	DEAD/DEAH box helicase	TINT_RS01655	DEAD/DEAH box helicase	BVH73_RS05885	DEAD/DEAH box helicase	GO970_RS11230	DEAD/DEAH box helicase	GO948_RS07400	DEAD/DEAH box helicase	TOC7_RS11285	DEAD/DEAH box helicase	GO985_RS00830	DEAD/DEAH box helicase	THIX_RS07860	DEAD/DEAH box helicase
THI_RS03870	3-dehydroquinate synthase	TINT_RS03340	3-dehydroquinate synthase	BVH73_RS04655	3-dehydroquinate synthase	GO970_RS13825	3-dehydroquinate synthase	GO948_RS04820	3-dehydroquinate synthase	TOC7_RS13885	3-dehydroquinate synthase	GO985_RS16860	3-dehydroquinate synthase	THIX_RS02415	3-dehydroquinate synthase
THI_RS04805	TAXI family TRAP transporter solute-binding subunit	TINT_RS04090	TAXI family TRAP transporter solute-binding subunit	BVH73_RS03915	TAXI family TRAP transporter solute-binding subunit	GO970_RS04830	TAXI family TRAP transporter solute-binding subunit	GO948_RS13775	TAXI family TRAP transporter solute-binding subunit	TOC7_RS04805	TAXI family TRAP transporter solute-binding subunit	GO985_RS07230	TAXI family TRAP transporter solute-binding subunit	THIX_RS14615	TAXI family TRAP transporter solute-binding subunit
THI_RS06985	flagellar filament capping protein FliD	TINT_RS06035	flagellar filament capping protein FliD	BVH73_RS00450	flagellar filament capping protein FliD	GO970_RS02040	flagellar filament capping protein FliD	GO948_RS16550	flagellar filament capping protein FliD	TOC7_RS02030	flagellar filament capping protein FliD	GO985_RS10010	flagellar filament capping protein FliD	THIX_RS00645	flagellar filament capping protein FliD
THI_RS10100	pseudouridine synthase	TINT_RS08920	pseudouridine synthase	BVH73_RS13390	pseudouridine synthase	GO970_RS17915	pseudouridine synthase	GO948_RS00755	pseudouridine synthase	TOC7_RS18030	pseudouridine synthase	GO985_RS12780	pseudouridine synthase	THIX_RS15715	pseudouridine synthase
THI_RS04740	TerC family protein	TINT_RS04025	TerC family protein	BVH73_RS03975	TerC family protein	GO970_RS04900	TerC family protein	GO948_RS13705	TerC family protein	TOC7_RS04875	TerC family protein	GO985_RS07160	TerC family protein	THIX_RS20255	TerC family protein
THI_RS09880	glycosyltransferase family 39 protein	TINT_RS08700	glycosyltransferase family 39 protein	BVH73_RS13615	glycosyltransferase family 39 protein	GO970_RS18145	phospholipid carrier-dependent glycosyltransferase	GO948_RS00525	phospholipid carrier-dependent glycosyltransferase	TOC7_RS18260	phospholipid carrier-dependent glycosyltransferase	GO985_RS12550	phospholipid carrier-dependent glycosyltransferase	THIX_RS17135	glycosyltransferase family 39 protein
THI_RS12200	gamma carbonic anhydrase family protein	TINT_RS11445	gamma carbonic anhydrase family protein	BVH73_RS11880	gamma carbonic anhydrase family protein	GO970_RS15160	gamma carbonic anhydrase family protein	GO948_RS03515	gamma carbonic anhydrase family protein	TOC7_RS15260	gamma carbonic anhydrase family protein	GO985_RS15535	gamma carbonic anhydrase family protein	THIX_RS19210	gamma carbonic anhydrase family protein
THI_RS12625	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	TINT_RS11805	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	BVH73_RS11515	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	GO970_RS14795	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	GO948_RS03880	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	TOC7_RS14895	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	GO985_RS15900	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	THIX_RS08210	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
THI_RS14755	oxygen-independent coproporphyrinogen III oxidase-like protein	TINT_RS13365	oxygen-independent coproporphyrinogen III oxidase-like protein	BVH73_RS02525	oxygen-independent coproporphyrinogen III oxidase-like protein	GO970_RS06485	oxygen-independent coproporphyrinogen III oxidase-like protein	GO948_RS12115	oxygen-independent coproporphyrinogen III oxidase-like protein	TOC7_RS06485	oxygen-independent coproporphyrinogen III oxidase-like protein	GO985_RS05585	oxygen-independent coproporphyrinogen III oxidase-like protein	THIX_RS18155	oxygen-independent coproporphyrinogen III oxidase-like protein
THI_RS15690	tRNA 2-thiocytidine(32) synthetase TtcA	TINT_RS14245	tRNA 2-thiocytidine(32) synthetase TtcA	BVH73_RS06785	tRNA 2-thiocytidine(32) synthetase TtcA	GO970_RS07355	tRNA 2-thiocytidine(32) synthetase TtcA	GO948_RS11245	tRNA 2-thiocytidine(32) synthetase TtcA	TOC7_RS07370	tRNA 2-thiocytidine(32) synthetase TtcA	GO985_RS04710	tRNA 2-thiocytidine(32) synthetase TtcA	THIX_RS05545	tRNA 2-thiocytidine(32) synthetase TtcA
THI_RS17190	hypothetical protein	TINT_RS15640	lipoprotein transmembrane	BVH73_RS07820	hypothetical protein	GO970_RS08995	hypothetical protein	GO948_RS09620	hypothetical protein	TOC7_RS09010	hypothetical protein	GO985_RS03065	hypothetical protein	THIX_RS03050	hypothetical protein
THI_RS00830	rod shape-determining protein MreD	TINT_RS00805	rod shape-determining protein MreD	BVH73_RS09405	rod shape-determining protein MreD	GO970_RS10190	rod shape-determining protein MreD	GO948_RS08450	rod shape-determining protein MreD	TOC7_RS10215	rod shape-determining protein MreD	GO985_RS01875	rod shape-determining protein MreD	THIX_RS02905	rod shape-determining protein MreD
THI_RS00575	DUF3971 domain-containing protein	TINT_RS00550	DUF3971 domain-containing protein	BVH73_RS09105	TIGR02099 family protein	GO970_RS09995	DUF3971 domain-containing protein	GO948_RS08645	DUF3971 domain-containing protein	TOC7_RS10005	DUF3971 domain-containing protein	GO985_RS02070	DUF3971 domain-containing protein	THIX_RS02770	TIGR02099 family protein
THI_RS01270	coniferyl aldehyde dehydrogenase	TINT_RS01180	coniferyl aldehyde dehydrogenase	BVH73_RS09710	coniferyl aldehyde dehydrogenase	GO970_RS10625	aldehyde dehydrogenase family protein	GO948_RS08010	aldehyde dehydrogenase family protein	TOC7_RS10655	aldehyde dehydrogenase family protein	GO985_RS01435	aldehyde dehydrogenase family protein	THIX_RS22030	coniferyl aldehyde dehydrogenase
THI_RS08155	universal stress protein	TINT_RS08115	universal stress protein	BVH73_RS15030	universal stress protein	GO970_RS00965	universal stress protein	GO948_RS17625	universal stress protein	TOC7_RS00955	universal stress protein	GO985_RS11085	universal stress protein	THIX_RS09845	universal stress protein
THI_RS04380	rhodanese-like domain-containing protein	TINT_RS03690	rhodanese-like domain-containing protein	BVH73_RS04340	rhodanese-like domain-containing protein	GO970_RS05210	rhodanese-like domain-containing protein	GO948_RS13395	rhodanese-like domain-containing protein	TOC7_RS05185	rhodanese-like domain-containing protein	GO985_RS06850	rhodanese-like domain-containing protein	THIX_RS08115	rhodanese-like domain-containing protein
THI_RS05505	tRNA (guanosine(46)-N7)-methyltransferase TrmB	TINT_RS04765	tRNA (guanosine(46)-N7)-methyltransferase TrmB	BVH73_RS12730	tRNA (guanosine(46)-N7)-methyltransferase TrmB	GO970_RS04140	tRNA (guanosine(46)-N7)-methyltransferase TrmB	GO948_RS14465	tRNA (guanosine(46)-N7)-methyltransferase TrmB	TOC7_RS04115	tRNA (guanosine(46)-N7)-methyltransferase TrmB	GO985_RS07920	tRNA (guanosine(46)-N7)-methyltransferase TrmB	THIX_RS18530	tRNA (guanosine(46)-N7)-methyltransferase TrmB
THI_RS10355	arsenate reductase ArsC	TINT_RS09165	arsenate reductase ArsC	BVH73_RS01205	arsenate reductase ArsC	GO970_RS02890	arsenate reductase ArsC	GO948_RS15695	arsenate reductase ArsC	TOC7_RS02885	arsenate reductase ArsC	GO985_RS09155	arsenate reductase ArsC	THIX_RS15390	arsenate reductase ArsC
THI_RS00560	nucleotidyltransferase family protein	TINT_RS00525	nucleotidyltransferase family protein	BVH73_RS09065	nucleotidyltransferase family protein	GO970_RS09970	NTP transferase domain-containing protein	GO948_RS08670	NTP transferase domain-containing protein	TOC7_RS09980	NTP transferase domain-containing protein	GO985_RS02095	NTP transferase domain-containing protein	THIX_RS01580	nucleotidyltransferase family protein
THI_RS04520	copper-binding protein	TINT_RS03815	copper-binding protein	BVH73_RS05375	copper-binding protein	GO970_RS05090	hypothetical protein	GO948_RS13515	hypothetical protein	TOC7_RS05065	hypothetical protein	GO985_RS06970	hypothetical protein	THIX_RS04525	copper-binding protein
THI_RS05580	ammonium transporter	TINT_RS04835	ammonium transporter	BVH73_RS12810	ammonium transporter	GO970_RS04065	ammonium transporter	GO948_RS14540	ammonium transporter	TOC7_RS04040	ammonium transporter	GO985_RS07995	ammonium transporter	THIX_RS03595	ammonium transporter
THI_RS06925	flagellar basal-body rod protein FlgF	TINT_RS05970	flagellar basal-body rod protein FlgF	BVH73_RS00525	flagellar basal-body rod protein FlgF	GO970_RS02100	flagellar basal-body rod protein FlgF	GO948_RS16490	flagellar basal-body rod protein FlgF	TOC7_RS02090	flagellar basal-body rod protein FlgF	GO985_RS09950	flagellar basal-body rod protein FlgF	THIX_RS00705	flagellar basal-body rod protein FlgF
THI_RS07405	nucleotide sugar dehydrogenase	TINT_RS06500	nucleotide sugar dehydrogenase	BVH73_RS14465	nucleotide sugar dehydrogenase	GO970_RS01570	nucleotide sugar dehydrogenase	GO948_RS17020	nucleotide sugar dehydrogenase	TOC7_RS01560	nucleotide sugar dehydrogenase	GO985_RS10480	nucleotide sugar dehydrogenase	THIX_RS01645	nucleotide sugar dehydrogenase
THI_RS12165	alpha/beta hydrolase	TINT_RS11410	alpha/beta hydrolase	BVH73_RS11915	alpha/beta hydrolase	GO970_RS15195	alpha/beta fold hydrolase	GO948_RS03480	alpha/beta fold hydrolase	TOC7_RS15295	alpha/beta fold hydrolase	GO985_RS15500	alpha/beta fold hydrolase	THIX_RS19180	alpha/beta hydrolase
THI_RS15355	FmdB family transcriptional regulator	TINT_RS13915	FmdB family transcriptional regulator	BVH73_RS06425	FmdB family transcriptional regulator	GO970_RS07015	zinc ribbon domain-containing protein	GO948_RS11585	zinc ribbon domain-containing protein	TOC7_RS07015	zinc ribbon domain-containing protein	GO985_RS05055	zinc ribbon domain-containing protein	THIX_RS05555	zinc ribbon domain-containing protein
THI_RS10235	sulfurtransferase TusA family protein	TINT_RS09055	sulfurtransferase TusA family protein	BVH73_RS01170	sulfurtransferase TusA family protein	GO970_RS02780	hypothetical protein	GO948_RS15805	hypothetical protein	TOC7_RS02775	hypothetical protein	GO985_RS09265	hypothetical protein	THIX_RS15370	sulfurtransferase TusA family protein
THI_RS12035	NADH-quinone oxidoreductase subunit NuoN	TINT_RS11280	NADH-quinone oxidoreductase subunit NuoN	BVH73_RS12040	NADH-quinone oxidoreductase subunit NuoN	GO970_RS15325	NADH-quinone oxidoreductase subunit NuoN	GO948_RS03350	NADH-quinone oxidoreductase subunit NuoN	TOC7_RS15425	NADH-quinone oxidoreductase subunit NuoN	GO985_RS15370	NADH-quinone oxidoreductase subunit NuoN	THIX_RS09995	NADH-quinone oxidoreductase subunit NuoN
THI_RS15340	prepilin-type N-terminal cleavage/methylation domain-containing protein	TINT_RS13900	type II secretion system protein GspH	BVH73_RS06410	type II secretion system protein GspH	GO970_RS07000	type II secretion system protein GspH	GO948_RS11600	type II secretion system protein GspH	TOC7_RS07000	type II secretion system protein GspH	GO985_RS05070	type II secretion system protein GspH	THIX_RS21380	prepilin-type N-terminal cleavage/methylation domain-containing protein
THI_RS15755	glyoxylate carboligase	TINT_RS14300	glyoxylate carboligase	BVH73_RS06880	glyoxylate carboligase	GO970_RS07410	glyoxylate carboligase	GO948_RS11190	glyoxylate carboligase	TOC7_RS07425	glyoxylate carboligase	GO985_RS04655	glyoxylate carboligase	THIX_RS05210	glyoxylate carboligase
THI_RS15990	hypothetical protein	TINT_RS14535	hypothetical protein	BVH73_RS07105	hypothetical protein	GO970_RS07645	hypothetical protein	GO948_RS10955	hypothetical protein	TOC7_RS07665	hypothetical protein	GO985_RS04420	hypothetical protein	THIX_RS21445	hypothetical protein
THI_RS17225	DUF465 domain-containing protein	TINT_RS15675	DUF465 domain-containing protein	BVH73_RS07855	DUF465 domain-containing protein	GO970_RS09030	DUF465 domain-containing protein	GO948_RS09585	DUF465 domain-containing protein	TOC7_RS09045	DUF465 domain-containing protein	GO985_RS03030	DUF465 domain-containing protein	THIX_RS09745	DUF465 domain-containing protein
THI_RS01550	alpha/beta hydrolase	TINT_RS01485	alpha/beta hydrolase	BVH73_RS05950	alpha/beta hydrolase	GO970_RS11015	alpha/beta hydrolase	GO948_RS07620	alpha/beta hydrolase	TOC7_RS11045	alpha/beta hydrolase	GO985_RS01045	alpha/beta hydrolase	THIX_RS04065	alpha/beta fold hydrolase
THI_RS07665	electron transfer flavoprotein subunit beta/FixA family protein	TINT_RS06765	electron transfer flavoprotein subunit beta/FixA family protein	BVH73_RS14730	electron transfer flavoprotein subunit beta/FixA family protein	GO970_RS01305	electron transfer flavoprotein subunit beta/FixA family protein	GO948_RS17285	electron transfer flavoprotein subunit beta/FixA family protein	TOC7_RS01295	electron transfer flavoprotein subunit beta/FixA family protein	GO985_RS10745	electron transfer flavoprotein subunit beta/FixA family protein	THIX_RS11600	electron transfer flavoprotein subunit beta/FixA family protein
THI_RS17215	site-specific recombinase	TINT_RS15665	site-specific recombinase	BVH73_RS07845	site-specific recombinase	GO970_RS09020	site-specific recombinase Gcr	GO948_RS09595	site-specific recombinase Gcr	TOC7_RS09035	site-specific recombinase Gcr	GO985_RS03040	site-specific recombinase Gcr	THIX_RS02865	site-specific recombinase
THI_RS03330	RNA methyltransferase	TINT_RS02845	RNA methyltransferase	BVH73_RS05210	rRNA (guanine-N2)-methyltransferase	GO970_RS13180	rRNA (guanine-N2)-methyltransferase	GO948_RS05465	rRNA (guanine-N2)-methyltransferase	TOC7_RS13240	rRNA (guanine-N2)-methyltransferase	GO985_RS17505	rRNA (guanine-N2)-methyltransferase	THIX_RS03670	methyltransferase
THI_RS07425	molybdopterin-dependent oxidoreductase	TINT_RS06520	molybdopterin-dependent oxidoreductase	BVH73_RS14480	molybdopterin-dependent oxidoreductase	GO970_RS01535	molybdopterin-dependent oxidoreductase	GO948_RS17055	molybdopterin-dependent oxidoreductase	TOC7_RS01525	molybdopterin-dependent oxidoreductase	GO985_RS10515	molybdopterin-dependent oxidoreductase	THIX_RS18650	molybdopterin-dependent oxidoreductase
THI_RS07670	electron transfer flavoprotein subunit alpha	TINT_RS06770	electron transfer flavoprotein subunit alpha	BVH73_RS14735	electron transfer flavoprotein subunit alpha	GO970_RS01300	electron transfer flavoprotein subunit alpha/FixB family protein	GO948_RS17290	electron transfer flavoprotein subunit alpha/FixB family protein	TOC7_RS01290	electron transfer flavoprotein subunit alpha/FixB family protein	GO985_RS10750	electron transfer flavoprotein subunit alpha/FixB family protein	THIX_RS11595	electron transfer flavoprotein subunit alpha/FixB family protein
THI_RS09650	transcription-repair coupling factor	TINT_RS08475	transcription-repair coupling factor	BVH73_RS13875	transcription-repair coupling factor	GO970_RS18370	transcription-repair coupling factor	GO948_RS00300	transcription-repair coupling factor	TOC7_RS18485	transcription-repair coupling factor	GO985_RS12325	transcription-repair coupling factor	THIX_RS11835	transcription-repair coupling factor
THI_RS12800	phosphate acyltransferase PlsX	TINT_RS11980	phosphate acyltransferase PlsX	BVH73_RS11340	phosphate acyltransferase PlsX	GO970_RS14620	phosphate acyltransferase PlsX	GO948_RS04055	phosphate acyltransferase PlsX	TOC7_RS14720	phosphate acyltransferase PlsX	GO985_RS16075	phosphate acyltransferase PlsX	THIX_RS07060	phosphate acyltransferase PlsX
THI_RS00920	glutamine synthetase	TINT_RS00895	glutamine synthetase	BVH73_RS09515	glutamine synthetase	GO970_RS10280	glutamine synthetase	GO948_RS08360	glutamine synthetase	TOC7_RS10305	glutamine synthetase	GO985_RS01785	glutamine synthetase	THIX_RS03350	glutamine synthetase
THI_RS09540	GTP 3,8-cyclase MoaA	TINT_RS08365	GTP 3,8-cyclase MoaA	BVH73_RS13980	GTP 3,8-cyclase MoaA	GO970_RS18485	GTP 3,8-cyclase MoaA	GO948_RS00185	GTP 3,8-cyclase MoaA	TOC7_RS18600	GTP 3,8-cyclase MoaA	GO985_RS12210	GTP 3,8-cyclase MoaA	THIX_RS16460	GTP 3,8-cyclase MoaA
THI_RS02960	sigma-54-dependent Fis family transcriptional regulator	TINT_RS02640	sigma-54-dependent Fis family transcriptional regulator	BVH73_RS05535	sigma-54-dependent Fis family transcriptional regulator	GO970_RS12920	response regulator	GO948_RS05725	response regulator	TOC7_RS12980	response regulator	GO985_RS17765	response regulator	THIX_RS05060	sigma-54-dependent Fis family transcriptional regulator
THI_RS04115	4-hydroxy-3-polyprenylbenzoate decarboxylase	TINT_RS03605	4-hydroxy-3-polyprenylbenzoate decarboxylase	BVH73_RS04440	4-hydroxy-3-polyprenylbenzoate decarboxylase	GO970_RS14065	4-hydroxy-3-polyprenylbenzoate decarboxylase	GO948_RS04580	4-hydroxy-3-polyprenylbenzoate decarboxylase	TOC7_RS14125	4-hydroxy-3-polyprenylbenzoate decarboxylase	GO985_RS16620	4-hydroxy-3-polyprenylbenzoate decarboxylase	THIX_RS07570	4-hydroxy-3-polyprenylbenzoate decarboxylase
THI_RS05060	imidazole glycerol phosphate synthase subunit HisH	TINT_RS04330	imidazole glycerol phosphate synthase subunit HisH	BVH73_RS03720	imidazole glycerol phosphate synthase subunit HisH	GO970_RS04590	imidazole glycerol phosphate synthase subunit HisH	GO948_RS14015	imidazole glycerol phosphate synthase subunit HisH	TOC7_RS04565	imidazole glycerol phosphate synthase subunit HisH	GO985_RS07470	imidazole glycerol phosphate synthase subunit HisH	THIX_RS19995	imidazole glycerol phosphate synthase subunit HisH
THI_RS05415	hypothetical protein	TINT_RS04675	hypothetical protein	BVH73_RS12645	hypothetical protein	GO970_RS04220	DUF2007 domain-containing protein	GO948_RS14385	DUF2007 domain-containing protein	TOC7_RS04195	DUF2007 domain-containing protein	GO985_RS07840	DUF2007 domain-containing protein	THIX_RS06920	DUF2007 domain-containing protein
